control_ref,requirement_family,control_title,basic_applicability,significant_applicability,high_applicability,explanation,implementation_steps,legacy_41_2015_ref,iso_27001_ref,nist_sp_800_53_rev5_ref,parameters,related_controls,source_ref,source_sheet,source_row_start,source_row_end,source_confidence,human_review_status,reviewer,reviewed_at,notes
8.35,8,A hitelesítésre szolgáló eszközök kezelése – Jelszókezelők,-,-,-,"Azokban az EIR-kben, ahol statikus jelszavakat alkalmaznak, gyakran kihívást jelent biztosítani, hogy a jelszavak megfelelően bonyolultak legyenek, és hogy ugyanazokat a jelszavakat ne alkalmazzák több EIR-en. A jelszókezelő erre a problémára jelent megoldást, mivel automatikusan generál és tárol erős és egymástól eltérő jelszavakat a különböző fiókokhoz. A jelszókezelők használatának egy lehetséges kockázata, hogy a támadók célba vehetik a jelszókezelő által generált jelszavak gyűjteményét.
Az érintett szervezetnek mechanizmusokat kell meghatároznia, amelyekkel védi a jelszavakat. Ezek a mechanizmusok lehetnek például a jelszavak titkosítása, a jelszavak gyűjteményének offline tárolása, a jelszavak rendszeres megváltoztatása, a jelszavak erősségének ellenőrzése, stb.","1. A szervezetnek ki kell választania egy meghatározott jelszókezelőt, amely automatikusan előállít és tárol erős és különböző jelszavakat a különböző EIR-ek számára.
2. A szervezetnek biztosítania kell, hogy a jelszókezelő megfelelően bonyolult jelszavakat hozzon létre, és, hogy a felhasználó ne használja ugyanazt a jelszót több rendszerben.
3. A szervezetnek védelmet kell biztosítania a jelszókezelő által generált jelszavak gyűjteményének.
4. A szervezetnek ellenőriznie kell, hogy a jelszavakat megfelelően védik-e a meghatározott mechanizmusok.
5. A szervezetnek dokumentálnia kell a jelszókezelő használatát és a jelszavak védelmét, hogy biztosítsa a folyamat átláthatóságát és ellenőrizhetőségét.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-5(18),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,8,107,110,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.36,8,Hitelesítési információk visszajelzésének elrejtése,X,X,X,"Az EIR visszacsatolása nem szolgáltathat olyan információt, amely lehetővé tenné a jogosulatlan személyek számára a hitelesítési mechanizmusok kijátszását. Egyes típusú eszközöknél, mint például a viszonylag nagy monitorral rendelkező asztali számítógépek vagy notebookok, a fenyegetés jelentős lehet. Más típusú eszközöknél, mint például a kis kijelzővel rendelkező mobil eszközök, a fenyegetés kevésbé jelentős, és arányos a kis billentyűzetek miatti beviteli hibák megnövekedett valószínűségével, így a hitelesítési visszacsatolás elfedésének eszközét ennek megfelelően választhatja ki egy szervezet. A visszacsatolás elhomályosítása (obfuscation) magában foglalja a csillag karakterek megjelenítését, amikor a felhasználók jelszavakat írnak be a beviteli mezőkbe, vagy a visszacsatolás nagyon korlátozott ideig történő megjelenítését, mielőtt a rendszer elfedné azt.","1. A szervezetnek először meg kell határoznia, hogy mely eszközök esetében jelentős a jogosulatlan személyek általi hitelesítési információ felfedezésének és kihasználásának veszélye.
2. A szervezetnek ki kell választania a megfelelő módszert a visszacsatolás elrejtésére.
3. A szervezetnek implementálnia kell a kiválasztott módszert az EIR-ekben. Ez magában foglalhatja a szoftverfrissítéseket, a beállítások módosítását, vagy új hardverek beszerzését.
4. A szervezetnek dokumentálnia kell a változtatásokat, hogy nyomon követhető legyen a folyamat, és bizonyítékot szolgáltathasson a megfelelőségről.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a hitelesítési visszacsatolás elrejtésének módszerét, hogy biztosítsa a folyamatos védelmet a jogosulatlan hozzáférés ellen.","3.3.9.6. A hitelesítésre szolgáló eszköz visszacsatolása: Az elektronikus információs rendszer fedett visszacsatolást biztosít a hitelesítési folyamat során, hogy megvédje a hitelesítési információt jogosulatlan személyek esetleges felfedésétől, felhasználásától.",A.8.5,IA-6,Nincs meghatározandó paraméter.,2.15. Hozzáférés-ellenőrzés érvényesítése,SRC-009,8,111,112,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.37,8,Hitelesítés kriptográfiai modul esetén,X,X,X,"Az EIR kriptográfiai moduljában hitelesítési mechanizmusokra lehet szükség annak érdekében, hogy hitelesítse a modulhoz hozzáférő operátort, és ellenőrizze, hogy az operátor jogosult-e a kért szerep betöltésére és a szerephez tartozó szolgáltatások végrehajtására.
Az EIR hitelesítési mechanizmusai a kriptográfiai modul hitelesítési útmutatójának, a hatályos törvényeknek, a végrehajtási utasításoknak, szabályzatoknak és szabványoknak megfelelően működnek. Ezek a mechanizmusok biztosítják, hogy csak a megfelelően hitelesített és jogosult felhasználók férjenek hozzá az EIR kriptográfiai moduljához, és végezzenek el műveleteket.
Az EIR hitelesítési mechanizmusai közé tartozhatnak jelszavak, digitális aláírások, biometrikus adatok, hardveres kulcsok és más, a hitelesítési útmutatóban meghatározott eszközök. Ezek a mechanizmusok biztosítják, hogy az EIR kriptográfiai modulja csak a megfelelően hitelesített és jogosult felhasználók számára legyen hozzáférhető.
Az érintett szervezetnek gondoskodnia kell arról, hogy az EIR hitelesítési mechanizmusai megfelelően működjenek, és naplózzák a hitelesítési eseményeket.","1. A szervezetnek meg kell határoznia, hogy milyen kriptográfiai modul hitelesítési mechanizmusokat kíván alkalmazni.
2. A szervezetnek implementálnia kell ezeket a mechanizmusokat az EIR-en belül.
3. A szervezetnek biztosítania kell, hogy az EIR képes legyen azonosítani és hitelesíteni azokat a felhasználókat, akik hozzáférnek a kriptográfiai modulhoz.
4. A szervezetnek naplózni kell minden hozzáférési kísérletet és műveletet, amelyet a kriptográfiai modulon belül végeznek. Ez lehetővé teszi a szervezet számára, hogy nyomon kövesse és ellenőrizze a modul használatát, és azonosítsa az esetleges biztonsági problémákat.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a kriptográfiai modul hitelesítési mechanizmusait, hogy biztosítsa azok hatékonyságát és megfelelőségét a jelenlegi biztonsági követelményeknek.
6. A szervezetnek biztosítania kell, hogy a kriptográfiai modul hitelesítési mechanizmusai megfelelnek a hatályos törvényeknek, szabályzatoknak és szabványoknak.","3.3.9.7. Hitelesítés kriptográfiai modul esetén: Az elektronikus információs rendszer egy adott kriptográfiai modulhoz való hitelesítésre olyan mechanizmusokat használ, amelyek megfelelnek a kriptográfiai modul hitelesítési útmutatójának.",Nincs vonatkozó referencia.,IA-7,Nincs meghatározandó paraméter.,"2.15. Hozzáférés-ellenőrzés érvényesítése
8.21. A hitelesítésre szolgáló eszközök kezelése
16.7. Beszerzések
17.49. Kriptográfiai kulcs előállítása és kezelése
17.53. Kriptográfiai védelem",SRC-009,8,113,114,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.38,8,Azonosítás és hitelesítés (szervezeten kívüli felhasználók),X,X,X,"A nem szervezeti felhasználók közé tartoznak azon felhasználók, akik a szervezeti felhasználóktól eltérnek, úgy, mint például szerződéses partnerek, külső projekt résztvevők stb. Ezeket a személyeket a szervezet egyedileg azonosítja és hitelesíti, kivéve a meghatározott és dokumentált hozzáférések esetében. A szervezet a kockázatértékelések alkalmazásával meghatározzák a hitelesítési igényeket. Ennek során az információs rendszerekhez történő egyszerű hozzáférés mellett figyelembe veszik a skálázhatóságot, hatékonyságot és biztonságot is, ezáltal garantálva a kockázatok csökkentését és a fenyegetések enyhítését.","1. A szervezetnek meg kell határoznia, kiket tekint nem szervezeti felhasználóknak.
2. A szervezetnek biztosítania kell, hogy a nem szervezeti felhasználók egyedileg azonosíthatók és hitelesíthetők legyenek az EIR-ben.
3. A szervezetnek meg kell fontolnia a nem szervezeti felhasználók egyedi azonosítását és hitelesítését, amikor az EIR-hez való hozzáférnek.
4. A szervezetnek figyelembe kell vennie számos tényezőt - beleértve a biztonságot, az adatvédelmi követelményeket, melyek más jogszabályokból származhatnak, a skálázhatóságot és a használhatóságot - amikor mérlegeli a szervezeti információkhoz és az EIR-hez való hozzáférés könnyű használatának szükségességét a kockázatok megfelelő mérséklésének és védelmének szükségességével.
5. A szervezetnek naplóznia kell a nem szervezeti felhasználók tevékenységét és az ő nevükben futó folyamatokat az EIR-ben. Ez segít azonosítani és nyomon követni a potenciális veszélyeket és kockázatokat.",3.3.9.8. Azonosítás és hitelesítés (szervezeten kívüli felhasználók),A.5.16,IA-8,Nincs meghatározandó paraméter.,"2.2. Fiókkezelés
2.60. Legkisebb jogosultság elve
2.88. Azonosítás vagy hitelesítés nélkül engedélyezett tevékenységek
2.100. Távoli hozzáférés
2.108. Vezeték nélküli hozzáférés
4.13. Naplóbejegyzések felülvizsgálata, elemzése és jelentéstétel
8.2. Azonosítás és hitelesítés
8.14. Azonosító kezelés
8.21. A hitelesítésre szolgáló eszközök kezelése
8.42. Helyzetfüggő hitelesítés",SRC-009,8,115,116,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.39,8,Azonosítás és hitelesítés (szervezeten kívüli felhasználók) – Meghatározott azonosítási profilok használata,X,X,X,"Az érintett szervezet nyílt személyazonosság-kezelési szabványok alapján azonosítási profilokat határoz meg a személyazonosság-kezeléshez. Annak biztosítása érdekében, hogy a nyílt személyazonosság-kezelési szabványok a dokumentáltak szerint életképesek, szilárdak, megbízhatóak, fenntarthatóak és interoperábilisak legyenek, az arra feljogosított állami szervek értékelhetik a szabványokat és a technológiai megvalósításokat, és a vonatkozó törvények, végrehajtási rendeletek, irányelvek, szabályok, szabályzatok, szabványok és iránymutatások alapján vizsgálják azokat.","1. A szervezetnek meg kell határoznia az azonosítási profilokat, amelyeket az azonosítási folyamat során alkalmazni kíván.
2. A szervezetnek biztosítania kell, hogy választott és használt nyílt személyazonosság-kezelési szabvány életképes, megbízható, fenntartható és interoperábilis más rendszerekkel, rendszerelemekkel.
3. A szervezetnek értékelnie kell a szabványokat és a technológiai megvalósításokat az alkalmazandó törvények, rendeletek, irányelvek, szabályozások és irányelvek alapján.
4. A szervezetnek be kell vezetnie az EIR-ben az azonosítási profilokat.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a meghatározott azonosítási profilokat az EIR-ben, annak érdekében, hogy biztosítsa azok folyamatos megfelelőségét.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-8(4),A követelményponthoz kapcsolódó szervezeti feladat az identitáskezelési profilok meghatározása,Nincs kapcsolódó követelménypont!,SRC-009,8,117,118,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.40,8,Azonosítás és hitelesítés (szervezeten kívüli felhasználók) – PKI alapú hitelesítő adatok elfogadása,-,-,-,"A PKI (Public Key Infrastructure - Nyilvános Kulcs Infrastruktúra) egy biztonsági megoldás, amely titkosított kommunikációt tesz lehetővé. A PKI használatával a szervezetek digitális tanúsítványokat használhatnak a felhasználók, szerverek és kliensgépek azonosítására.
A szervezet csak azokat a PKI hitelesítő adatokat fogadja el és használja, melyek megfelelnek az általa előzetesen meghatározott biztonsági szabványoknak és előírásoknak. Ez magában foglalhatja például a tanúsítási szolgáltatók (CA) megbízhatóságának ellenőrzését, a tanúsítvány kiadásának és használatának szabályainak betartását, és annak biztosítását, hogy a tanúsítványokat megfelelően tárolják és kezelik.
Az ellenőrzési folyamat része a PKI rendszernek, amelynek során a szervezet megbizonyosodik arról, hogy a tanúsítványok érvényesek-e, nem lettek-e visszavonva, és hogy a titkosítás megfelelő szintű-e. A hitelesítő adatok ellenőrzése segít megvédeni a szervezetet a veszélyektől, mint például a közbeiktatásos támadásoktól (Man-in-the-Middle támadások), a hamis tanúsítványoktól vagy a hitelesítő adatok illetéktelen felhasználásától.","1. A szervezetnek meg kell határoznia a PKI hitelesítő adatokra vonatkozó előírásokat. Ezek az előírások tartalmazhatják a hitelesítő adatok típusát, a hitelesítési folyamatot, a hitelesítő adatok érvényességi idejét, stb.
2. A szervezetnek implementálnia kell egy rendszert, amely képes elfogadni és ellenőrizni a PKI hitelesítő adatokat. Ez a rendszer lehet egy belső EIR, vagy egy külső szolgáltató által biztosított rendszer.
3. A szervezetnek biztosítania kell, hogy az EIR képes legyen ellenőrizni a PKI hitelesítő adatokat. Ez magában foglalja a hitelesítő adatok ellenőrzését, a hitelesítő adatok érvényességének ellenőrzését, és a hitelesítő adatok hitelesítésének ellenőrzését.
4. A szervezetnek naplóznia kell minden PKI hitelesítő adat elfogadást és ellenőrzést. Ez a napló tartalmazza az elfogadott és ellenőrzött hitelesítő adatokat, az ellenőrzés időpontját, az ellenőrzést végző személyt, stb.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a PKI hitelesítő adatokra vonatkozó előírásokat, hogy biztosítsa azok relevanciáját és hatékonyságát.
6. A szervezetnek biztosítania kell, hogy minden érintett személy tisztában van a PKI hitelesítő adatok elfogadásának és ellenőrzésének folyamatával, és képesek betartani az előírásokat.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-8(5),A követelményponthoz kapcsolódó szervezeti feladat a szabályzat meghatározása,Nincs kapcsolódó követelménypont!,SRC-009,8,119,120,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.41,8,Szolgáltatás azonosítása és hitelesítése,-,-,-,Azonosítást és hitelesítést igénylő szolgáltatások lehetnek például a digitális tanúsítványokat használó webes alkalmazások vagy az adatbázisokat lekérdező szolgáltatások vagy alkalmazások. A rendszerszolgáltatások és alkalmazások azonosítási és hitelesítési módszerei közé tartozik például az információ vagy kód aláírás és a szolgáltatások forrását jelző elektronikus aláírások. Az azonosítási és hitelesítési igények érvényességére vonatkozó döntéseket az e döntések alapján eljáró szolgáltatásoktól független szolgáltatások is meghozhatják. Ez előfordulhat például földrajzilag vagy másképp elosztott architektúrákban. Ilyen helyzetekben az azonosítási és hitelesítési döntéseket (a tényleges azonosítók és hitelesítési adatok helyett) a döntést végrehajtó szolgáltatások kapják meg.,"1. A szervezetnek azonosítania kell azokat a szolgáltatásokat és alkalmazásokat, amelyek egyedi azonosítást és hitelesítést igényelnek.
2. A szervezetnek implementálnia kell az egyedi azonosítást és hitelesítési rendszerét az EIR-jében a meghatározott rendszerszolgáltatások, alkalmazások esetében. Figyelembe veszi a helyi sajátosságokat elosztott rendszer esetén.
3. A szervezetnek naplózza az egyedi azonosítási és hitelesítési kéréseket, hogy nyomon követhesse és ellenőrizhesse az azonosítási és hitelesítési folyamatokat.
4. A szervezet dokumentálja és rendszeresen felülvizsgálja a kialakított rendszer dokumentációját, hogy nyomon követhesse a rendszer változásait és megfeleljen a változó kiberbiztonsági követelményeknek.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-9,A követelményponthoz kapcsolódó szervezeti feladat a rendszerszolgáltatások és alkalmazások meghatározása,"8.10. Eszközök azonosítása és hitelesítése
8.14. Azonosító kezelés
8.21. A hitelesítésre szolgáló eszközök kezelése
17.40. Az adatátvitel bizalmassága és sértetlensége",SRC-009,8,121,122,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.42,8,Helyzetfüggő hitelesítés,-,-,-,"A támadók kompromittálhatják az érintett szervezet által alkalmazott egyéni hitelesítési mechanizmusokat, és ezt követően megpróbálhatják magukat legitim felhasználóknak kiadni. E fenyegetés kezelésére a szervezet speciális technikákat vagy mechanizmusokat alkalmazhat, és protokollokat hozhat létre a gyanús viselkedés értékelésére. A gyanús viselkedés magában foglalhatja az olyan információkhoz való hozzáférést, amelyekhez a szervezethez köthető személyek általában nem férnek hozzá feladataik, szerepük vagy felelősségi körük részeként; nagyobb mennyiségű információhoz való hozzáférést, mint amihez az egyének rutinszerűen hozzáférnek; vagy gyanús hálózati címekről való hozzáférési kísérletet. Előre meghatározott feltételek vagy kiváltó okok bekövetkezésekor az érintett szervezet további hitelesítési információk megadására kötelezheti a felhasználókat. Az adaptív hitelesítés másik lehetséges felhasználási módja a mechanizmus erősségének növelése a hozzáférni kívánt rekordok száma vagy típusa alapján. A kiegészítő hitelesítés nem helyettesíti a többfaktoros hitelesítési mechanizmusokat, és nem arra szolgál, hogy elkerülje azok használatát, hanem kiegészítheti a többfaktoros hitelesítés megvalósítását.","1. A szervezetnek meg kell határoznia és alkalmaznia kell azokat a hitelesítési technikákat vagy eszközöket, amelyeket az EIR-hez hozzáférő felhasználóknak bizonyos körülmények vagy helyzetek esetén használniuk kell.
2. A szervezetnek szabályokat kell meghatároznia és beállítania a gyanús viselkedés értékelésére.
3. Amikor az előre meghatározott feltételek vagy kiváltó okok bekövetkeznek, a szervezet rendszere további hitelesítési információkat kérhet be az egyénektől.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-10,A követelményponthoz kapcsolódó szervezeti feladat a kiegészítő hitelesítési technikák vagy eszközök illetve a körülmények vagy helyzetek meghatározása,"8.2. Azonosítás és hitelesítés
8.38. Azonosítás és hitelesítés (szervezeten kívüli felhasználók)",SRC-009,8,123,124,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.43,8,Újrahitelesítés,X,X,X,"Az eszközök zárolásával kapcsolatos újrahitelesítési követelményeken túl az érintett szervezet bizonyos helyzetekben megkövetelheti az egyének újrahitelesítését, beleértve, amikor a szerepkörök, hitelesítők vagy a hitelesítéssel kapcsolatos adatok megváltoznak. Emellett akkor is kérheti egy érintett szervezet az újrahitelesítést, amikor az EIR biztonsági osztálya megváltozik, illetve privilegizált funkciók futnak le egy meghatározott időszak után, vagy időszakosan.","1. A szervezetnek meg kell határoznia azokat a körülményeket vagy helyzeteket, amikor újrahitelesítést kér az egyénektől. Ilyen körülmény vagy helyzet lehet például szerepkört, hitelesítőt vagy hitelesítési adatokat érintő változás, az EIR biztonsági osztályának változása, privilegizált funkciók rendszeres vagy meghatározott időszak utáni végrehajtása.
2. A szervezetnek szabályoznia kell az újrahitelesítést, melynek során meghatározza az újrahitelesítési eljárásokat és kritériumokat. Ez magában foglalhatja a hitelesítési adatok újbóli megadását, a biometrikus adatok használatát, vagy a többtényezős hitelesítést.
3. A szervezetnek biztosítania kell, hogy az EIR képes legyen kezelni az újrahitelesítési kéréseket. Ez magában foglalhatja a szükséges hardver- és szoftverfrissítések végrehajtását, valamint a hitelesítési protokollok és mechanizmusok beállítását.
4. A szervezetnek naplóznia kell az újrahitelesítési eseményeket. Ez lehetővé teszi az érintett szervezet számára, hogy nyomon kövesse és elemezze az újrahitelesítési tevékenységeket, és szükség esetén beavatkozzon.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell az újrahitelesítésre vonatkozó szabályzatát és eljárásrendjeit annak érdekében, hogy biztosítsa azok hatékonyságát és aktualitását. Ez magában foglalhatja a a szabályzat és eljárásrendek felülvizsgálatát, a felhasználói visszajelzések és a naplóelemzések alapján történő módosításokat, valamint a legújabb biztonsági trendek és fenyegetések figyelembevételét.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-11,A követelményponthoz kapcsolódó szervezeti feladat a körülmények vagy helyzetek esetén szükséges újrahitelesítés meghatározása,"2.15. Hozzáférés-ellenőrzés érvényesítése
2.82. Eszköz zárolása
8.2. Azonosítás és hitelesítés
8.10. Eszközök azonosítása és hitelesítése
8.14. Azonosító kezelés
8.38. Azonosítás és hitelesítés (szervezeten kívüli felhasználók)",SRC-009,8,125,126,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.44,8,Személyazonosság igazolása,-,X,X,"A személyazonosság igazolása a felhasználó kilétéhez köthető információk összegyűjtésének, hitelesítésének és ellenőrzésének folyamata, amelynek célja a hitelesítő adatok létrehozása, melyek lehetővé teszik az EIR-hez történő hozzáférést. A személyazonosság igazolása arra irányul, hogy csökkentse a felhasználók regisztrációjával és fiókjaik létrehozásával kapcsolatos fenyegetéseket. Az érintett szervezeteknek figyelembe kell venniük a jogszabályi előírásokat, illetve az ennek megfelelően kialakított belső szabályzataikat a személyazonosságot igazoló bizonyítékok gyűjtése során. A személyazonosságot igazoló bizonyítékokat érintő jogi és belső, szervezeti szabályzattal kapcsolatos kérdések vonatkozásában az érintett szervezet munkavállalói állásfoglalást kérhetnek a jogi, illetve egyéb, az említett témakör megválaszolásában kompetenciával rendelkező felelős szervezeti területtől.","1. A szervezetnek igazolnia kell azoknak a felhasználóknak a személyazonosságát, akiknek az EIR-hez hozzáférésre van szükségük.
2. A felhasználói azonosítókat hozzá kell rendelnie egy egyedi személyhez.
3. A szervezetnek össze kell gyűjtenie, hitelesítenie és ellenőriznie a személyazonosságot igazoló bizonyítékokat. Ez magában foglalja a személyazonosságot igazoló dokumentumok, például személyi igazolványok, útlevelek vagy jogosítványok ellenőrzését és hitelesítését.
4. A szervezetnek tisztában kell lennie azzal, hogy milyen törvények, rendeletek, irányelvek, szabályozások vonatkozhatnak a személyazonosságot igazoló bizonyítékok gyűjtésére.
5. A szervezetnek dokumentálnia kell a felhasználói hozzáféréseket és az azonosítási folyamatokat, hogy biztosítsa a folyamatok átláthatóságát és ellenőrizhetőségét.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-12,Nincs meghatározandó paraméter.,"2.59. Felelősségek szétválasztása
8.1. Szabályzat és eljárásrendek
8.2. Azonosítás és hitelesítés
8.10. Eszközök azonosítása és hitelesítése
8.14. Azonosító kezelés
8.21. A hitelesítésre szolgáló eszközök kezelése
8.36. Hitelesítési információk visszajelzésének elrejtése
8.38. Azonosítás és hitelesítés (szervezeten kívüli felhasználók)",SRC-009,8,127,131,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.45,8,Személyazonosság igazolása – Felettes jóváhagyása,-,-,-,"A felettes vagy támogató engedélyének beépítése a regisztrációs folyamatba egy további ellenőrzési szintet biztosít annak érdekében, hogy a menedzsment tudomással bírjon a felhasználói fiók létezéséről, megbizonyosodjon arról, hogy a felhasználói fiók használata szükséges a szervezet céljainak és üzleti folyamatainak végrehajtásához, illetve, hogy a felhasználó jogosultságai megfelelőek a szervezeten belül elvárt feladataihoz/felelősségi köréhez.","1. A szervezetnek szabályzatba kell foglalnia, hogy a logikai hozzáféréshez szükséges felhasználói fiók regisztrációs folyamatában szerepeljen a felettes vagy a támogató jóváhagyásának szükségessége. Az érintett szervezetnek az ehhez szükséges eljárásrendet is meg kell alkotnia és át kell ültetnie a gyakorlatba.
2. A szervezetnek biztosítania kell, hogy a felettesek vagy vezetők a felhasználói fiókok jóváhagyásához megfelelően képzettek legyenek. Az érintett szervezet mindezt biztonságtudatossági képzéssel és a felhasználói fiókokat érintő regisztrációs folyamatokkal kapcsolatos oktatás biztosításával érheti el.
3. A szervezetnek képesnek kell lennie nyomon követni és naplózni a felhasználói fiókok regisztrálásának folyamatát, beleértve a felettesek vagy vezetők jóváhagyását. Ez lehetővé teszi az érintett szervezet számára annak ellenőrzését, hogy a szabályzatokat és eljárásrendeket betartják-e.
4. A szervezetnek rendszeresen felül kell vizsgálnia és értékelnie kell a felhasználói fiókokat érintő regisztrációs folyamatot, illetve a felettesek vagy vezetők jóváhagyásának folyamatát, annak érdekében, hogy biztosítsa a folyamat hatékonyságát és biztonságát. Ez magában foglalhatja a naplók áttekintését és a folyamatok felülvizsgálatát.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-12(1),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,8,132,133,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
8.46,8,Személyazonosság igazolása – Személyazonosság bizonyítéka,-,X,X,"A személyazonosságot igazoló bizonyítékok - mint például dokumentumok bemutatása bizonyítékként vagy dokumentumok és biometrikus adatok együttes alkalmazása - csökkentik annak a valószínűségét, hogy egyének hamis bizonyítékok bemutatásával igazolják személyazonosságukat, illetve növelik egy lehetséges támadás végrehajtásának idejét. Az elfogadható bizonyítékok formái összhangban vannak a felhasználói fiókhoz kapcsolódó EIR-ekkel, szerepkörökkel és jogosultságok kockázataival.","1. A szervezetnek meg kell határoznia a személyazonosság igazolására szolgáló bizonyítékokat. Ezek lehetnek dokumentumok, biometrikus adatok, vagy ezek kombinációja.
2. A szervezetnek meg kell bizonyosodnia arról, hogy a személyazonosság igazolására szolgáló bizonyítékok csökkentik egy jogosulatlan fél belépésének lehetőségét, illetve növelik egy sikeres támadás végrehajtásának idejét.
4. A szervezetnek meg kell követelnie a személyazonosságot igazoló bizonyíték bemutatását a fiókok regisztrációját végző szervnél.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a személyazonosságot igazoló bizonyítékokkal kapcsolatos szabályzatait és eljárásrendjeit, hogy biztosítsa azok hatékonyságát és relevanciáját.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,IA-12(2),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,8,134,135,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
